customer_id,timestamp,agent_utterance,customer_utterance1,2025-02-15T12:53:15.046664,"Agent: Hello, Alice Smith! This is a feedback call",
1,2025-02-15T12:53:35.631921,Agent: Is this a good time to talk?,Customer: tyuiu
1,2025-02-15T12:53:39.505271,Agent: Thank you for your time.,
1,2025-02-15T13:00:19.261810,"Agent: Hello, Prashanth! This is a feedback call",
1,2025-02-15T13:00:31.215551,Agent: Is this a good time to talk?,Customer: yes
1,2025-02-15T13:00:48.572278,Agent: Did you enjoy your meal?,Customer: no
1,2025-02-15T14:02:25.586277,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:05:12.604370,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:05:24.096950,Customer Feedback: ,Customer said: I don't feel very happy
1,2025-02-15T14:08:03.712003,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:08:16.442625,Customer Feedback: ,Customer said: I think I am not satisfied with the restaurant the behaviour about the customers is not good
1,2025-02-15T14:14:58.534358,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:15:06.881083,Customer Feedback: ,Customer said: I don't feel the restaurant is good
1,2025-02-15T14:17:26.408729,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:17:37.240596,Customer Feedback: ,Customer said: happy with the customers for the restaurant I didn't like the food
1,2025-02-15T14:18:50.351777,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:19:02.088344,Customer Feedback: ,Customer said: IDBI
1,2025-02-15T14:19:42.188578,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:19:50.886905,Customer Feedback: ,Customer said: hello
1,2025-02-15T14:47:20.273772,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:47:27.559646,Customer Feedback: ,Customer said: dinner Vidya
1,2025-02-15T14:48:13.665714,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:48:25.021926,Customer Feedback: ,Customer said: thank u
1,2025-02-15T14:51:30.510891,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:51:40.267178,Customer Feedback: ,Customer said: this is a good time and
1,2025-02-15T14:55:23.408530,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:55:35.523131,Customer Feedback: ,Customer said: those good time to talk with you and thank you for the call
1,2025-02-15T14:58:23.364251,Agent: Hi Prashanth! This is a feedback call about your dining experience on 2025-02-14. Can you please provide details about your experience?,
1,2025-02-15T14:58:52.907977,Customer Feedback: ,Customer said: thank you for that I felt very happy having dinner at your place
1,2025-02-15T15:03:46.394015,"Agent: Hi Prashanth, thanks for taking my call!  I'm calling about your recent visit on 2025-02-14.  Could you tell me about it?",
1,2025-02-15T15:04:13.193651,Customer Feedback: ,Customer said: thank I felt very happy having dinner at your place
1,2025-02-15T15:06:03.157978,"Agent: Good day, Prashanth!  I hope you're having a good day.  We're calling to get your feedback about your meal on 2025-02-14.  Could you tell me about it?",
1,2025-02-15T15:06:32.664545,Customer Feedback: ,Customer said: Aishwarya yeah it was a nice meal
1,2025-02-15T15:15:26.068262,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T15:15:53.938779,Customer Feedback: ,Customer said: restaurant I am good thank you for calling me I had a good experience at your restaurant
1,2025-02-15T15:16:09.213480,Customer Detailed Topic Feedback ,Customer said: assure you that they can improve a lot more
1,2025-02-15T15:36:40.869511,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T15:36:51.976727,Customer Feedback: ,Customer said: of the food the meal and everything I was
1,2025-02-15T15:37:08.643658,Customer Detailed Topic Feedback ,Customer said: that is very helpful for me which I had for the my taste
1,2025-02-15T15:44:24.410053,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T15:44:51.379576,Customer Feedback: ,Customer said: lunch dinner everything which is self served ok the lunch which I had is very
1,2025-02-15T15:45:41.538071,Customer Detailed Topic Feedback ,Customer said: but it is good I am done with you please I will I will not report Once Again time please stop the call
1,2025-02-15T15:52:36.220964,"Agent: Hi Prashanth, thanks for taking my call! I'm calling about your recent visit on 2025-02-14. Could you tell me about it?",
1,2025-02-15T15:52:44.165245,Customer Feedback: ,Customer said: I feel
1,2025-02-15T15:52:48.621226,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T15:52:56.126029,Customer Detailed Topic Feedback ,Customer said: like that
1,2025-02-15T15:57:58.816862,"Agent: Hi Prashanth, thanks for taking my call! I'm calling about your recent visit on 2025-02-14. Could you tell me about it?",
1,2025-02-15T15:58:08.210525,Customer Feedback: ,Customer said: grateful for the dinner I have
1,2025-02-15T15:58:13.029167,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T15:58:21.249507,Customer Feedback: ,Customer said: grateful
1,2025-02-15T15:58:26.724181,Agent Response: ,That's fantastic to hear! We're so glad you enjoyed it.
1,2025-02-15T15:58:39.322283,Customer Feedback: ,Customer said: Year should be even good I mean
1,2025-02-15T15:58:44.874987,Agent Response: ,That's fantastic to hear! We're so glad you enjoyed it.
1,2025-02-15T15:59:02.548892,Customer Feedback: ,Customer said: it should get improved by the staff which they are assisting with the customers
1,2025-02-15T15:59:07.557974,Agent: Can you tell me more about your experience with our service staff?,
1,2025-02-15T15:59:17.831571,Customer Feedback: ,Customer said: which day should have you should be
1,2025-02-15T15:59:22.899616,Agent Response: ,That's fantastic to hear! We're so glad you enjoyed it.
1,2025-02-15T16:00:00.062297,Customer Feedback: ,Customer said: end the call please
1,2025-02-15T16:00:04.663115,Agent: Can you tell me more about your experience with our service staff?,
1,2025-02-15T16:00:14.073213,Customer Feedback: ,Customer said: please for gods again the call
1,2025-02-15T16:00:18.658918,Agent: Can you tell me more about your experience with our service staff?,
1,2025-02-15T16:12:27.186529,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:16:08.749167,"Agent: Good day, Prashanth! I hope you're having a good day. We're calling to get your feedback about your meal on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:16:25.803555,Customer Feedback: ,"Customer said: Hello, it was very happy meal.
"
1,2025-02-15T16:16:30.293614,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:16:39.994193,Customer Feedback: ,"Customer said: Everything went well.
"
1,2025-02-15T16:16:44.214966,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:16:53.729658,Customer Feedback: ,"Customer said: Uh...
"
1,2025-02-15T16:16:57.695665,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:17:14.328143,Customer Feedback: ,"Customer said: Thank you.
"
1,2025-02-15T16:19:52.717080,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:20:02.898508,Customer Feedback: ,"Customer said: Nós enfrentamos alguns problemas.
"
1,2025-02-15T16:20:08.342812,Agent Response: ,I'm really sorry to hear that. That's not the standard we want to provide.
1,2025-02-15T16:20:52.535285,Customer Feedback: ,"Customer said: रोली क्या पिरोडा कहती था ?
"
1,2025-02-15T16:20:59.346166,Agent Response: ,I apologize that you had a negative experience. Let's see if we can understand what happened.
1,2025-02-15T16:25:09.462170,"Agent: Good day, Prashanth! I hope you're having a good day. We're calling to get your feedback about your meal on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:25:20.590599,Customer Feedback: ,"Customer said: 
"
1,2025-02-15T16:25:25.354307,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:25:34.801306,Customer Feedback: ,"Customer said: Good, but we're getting smelling
"
1,2025-02-15T16:25:39.421033,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:25:51.847599,Customer Feedback: ,"Customer said: Thank you.
"
1,2025-02-15T16:29:43.814080,"Agent: Hi Prashanth, thanks for taking my call! I'm calling about your recent visit on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:29:51.199750,Customer Feedback: ,"Customer said: narrate your place.
"
1,2025-02-15T16:29:55.605366,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:30:03.318474,Customer Feedback: ,"Customer said: was very good. It was lightning and
"
1,2025-02-15T16:30:08.566681,Agent Response: ,Wonderful! We aim for that kind of experience every time.
1,2025-02-15T16:30:27.434522,Customer Feedback: ,"Customer said: Thank you. Thank you. 
"
1,2025-02-15T16:31:16.205912,"Agent: Hi Prashanth, thanks for taking my call! I'm calling about your recent visit on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:31:30.653665,Customer Feedback: ,"Customer said: Bye.
"
1,2025-02-15T16:31:36.988640,Agent Response: ,I'm really sorry to hear that. That's not the standard we want to provide.
1,2025-02-15T16:31:56.912525,Customer Feedback: ,"Customer said: Thank you.
"
1,2025-02-15T16:42:22.907310,"Agent: Hello Prashanth, how are you doing today? I'm following up on your dining experience on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:42:30.763026,Customer Feedback: ,"Customer said: and I had a good meal.
"
1,2025-02-15T16:42:35.321950,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:42:47.285824,Customer Feedback: ,"Customer said: The sweet which I had is a little smelly.
"
1,2025-02-15T16:42:51.652122,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:42:59.189969,Customer Feedback: ,"Customer said: All it is ok.
"
1,2025-02-15T16:43:03.366056,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:43:09.831590,Customer Feedback: ,"Customer said: floor is wet.
"
1,2025-02-15T16:43:19.215220,Agent Response: ,I'm so sorry to hear that you didn't have a completely positive experience. Thank you for bringing this to our attention. We'll use your feedback to improve.
1,2025-02-15T16:43:42.848290,Customer Feedback: ,"Customer said: Thank you.
"
1,2025-02-15T16:45:09.782247,"Agent: Hi Prashanth, thanks for taking my call! I'm calling about your recent visit on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:45:20.493999,Customer Feedback: ,"Customer said: you need to improve some quality on food
"
1,2025-02-15T16:45:25.075740,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:45:35.664462,Customer Feedback: ,"Customer said: quality of the food and I will give you 4 out of 5
"
1,2025-02-15T16:45:40.031673,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:45:49.298830,Customer Feedback: ,"Customer said: It's ok ok
"
1,2025-02-15T16:45:53.461886,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:46:02.347220,Customer Feedback: ,"Customer said: of neglecting.
"
1,2025-02-15T16:46:06.552113,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:46:19.616759,Customer Feedback: ,"Customer said: Not good, not good.
"
1,2025-02-15T16:46:23.521022,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:46:30.911940,Customer Feedback: ,"Customer said: atmosphere you have to improve.
"
1,2025-02-15T16:46:34.785656,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:46:41.786357,Customer Feedback: ,"Customer said: Not good.
"
1,2025-02-15T16:46:45.748995,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:46:52.378154,Customer Feedback: ,"Customer said: It's very good.
"
1,2025-02-15T16:46:57.032552,Agent Response: ,That's fantastic to hear! We're so glad you enjoyed it.
1,2025-02-15T16:51:23.830597,"Agent: Good day, Prashanth! I hope you're having a good day. We're calling to get your feedback about your meal on 2025-02-14. Could you tell me about it?",
1,2025-02-15T16:51:34.675859,Customer Feedback: ,"Customer said: not that much of a satisfied with your food.
"
1,2025-02-15T16:51:39.199206,Agent: Could you elaborate on what you thought about the food quality?,
1,2025-02-15T16:51:51.348330,Customer Feedback: ,"Customer said: not good, not good
"
1,2025-02-15T16:51:55.566175,Agent: What were your impressions of the restaurant's atmosphere?,
1,2025-02-15T16:52:04.513264,Customer Feedback: ,"Customer said: I don't like your atmosphere
"
